,formula,full_name,ave_ele_diele,ave_ion_diele,band_gap,cbm_d,cbm_f,cbm_p,cbm_s,formation_energy,vbm_d,vbm_f,vbm_p,vbm_s,ave_bec,bader_charge,bader_volume,nn_ave_ave_bec,nn_ave_bader_charge,nn_ave_eleneg,nn_max_ave_bec,nn_max_bader_charge,nn_max_eleneg,nn_min_ave_bec,nn_min_bader_charge,nn_min_eleneg,o2p_center_from_vbm,O,Ge,Al,vacancy_formation_energy,Pb,Zn,Bi,Ag,As,Cu,Sb,Mo,Tl,B,Ba,Ca,W,Cd,Pt,Ce,Hf,In,Ga,La,Ta,Mg,Si,Sc,Sn,Sr,Ti,Y,Zr,Nb,Na,V,Au,Li,Be,Hg,Pd,Cr,Cs,K,Re,Rb
797,LaSbO4,LaSbO4_Va_O4,4.057976333333333,11.794777333333334,3.0862,0.030750295001450902,0.0585502290662344,0.41306918758826877,0.49763028834404616,-2.850073525,0.024223107789529033,0.025792513763990117,0.9454154119689103,0.004568966477570634,-2.1932466666666666,-1.3682410000000003,17.274877,1.2664993902289667,0.7350391305921928,2.373791116433622,4.493146666666667,2.976973,3.44,-2.239546666666667,-1.4015329999999997,1.1,1.7133388030790093,0.4705542933419982,0.0,0.0,2.655200298140028,0.0,0.0,0.0,0.0,0.0,0.0,0.18178323159299595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3476624750650059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,LaScO3,LaScO3_Va_O1,5.086065333333333,25.72024933333333,3.8718000000000004,0.6876260150697027,0.25972955708767875,0.0503317311041642,0.002312696738453963,-3.950563378,0.04723568634047178,0.018629711485460616,0.9274808203696955,0.006653781804372051,-2.7736266666666665,-1.462751,14.595905,1.8547135746316554,0.969621494198118,1.9668981645920405,4.1976933333333335,2.265035,1.36,4.1597066666666676,2.1105590000000003,1.1,1.6371079903056525,0.33351857860897266,0.0,0.0,4.077679954091385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3339249189023944,0.0,0.0,0.0,0.332556502488633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,LaScO3,LaScO3_Va_O2,5.086065333333333,25.72024933333333,3.8718000000000004,0.6876260150697027,0.25972955708767875,0.0503317311041642,0.002312696738453963,-3.950563378,0.04723568634047178,0.018629711485460616,0.9274808203696955,0.006653781804372051,-2.810143333333333,-1.4702419999999998,14.510392,1.8227439156610956,0.9566899724817841,1.978676450241891,4.1976933333333335,2.265035,1.36,4.1597066666666676,2.1105590000000003,1.1,1.6902717095777997,0.33860663437751715,0.0,0.0,4.050217050255176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32932826639748014,0.0,0.0,0.0,0.3320650992250027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,LaTaO4,LaTaO4_Va_O1,5.198421666666666,35.65866333333333,3.3892000000000007,0.8393103052719664,0.037978338410209304,0.11873766356984489,0.003973692747978595,-3.714358530416667,0.030711087172758736,0.020616511082785206,0.9429714385256409,0.005700963218814812,-2.7487433333333335,-1.1717269999999997,13.359572,1.3853898977020964,0.6507913259247934,2.2877204499385084,7.264866666666667,2.542642,3.44,-2.9079599999999997,-1.231033,1.1,2.0430389362575934,0.47780289603915904,0.0,0.0,3.237016984913633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3480429209436503,0.17415418301719082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,LaTaO4,LaTaO4_Va_O2,5.198421666666666,35.65866333333333,3.3892000000000007,0.8393103052719664,0.037978338410209304,0.11873766356984489,0.003973692747978595,-3.714358530416667,0.030711087172758736,0.020616511082785206,0.9429714385256409,0.005700963218814812,-2.9079599999999997,-1.231033,12.723186,1.4878314538565982,0.7324283949121683,2.232500762947005,7.264866666666667,2.542642,3.44,-2.7487433333333335,-1.1717269999999997,1.1,1.945142275415785,0.4578664644185303,0.0,0.0,3.40735894751655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38940044506235993,0.15273309051910983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,LaTaO4,LaTaO4_Va_O3,5.198421666666666,35.65866333333333,3.3892000000000007,0.8393103052719664,0.037978338410209304,0.11873766356984489,0.003973692747978595,-3.714358530416667,0.030711087172758736,0.020616511082785206,0.9429714385256409,0.005700963218814812,-3.0164833333333334,-1.2403009999999997,14.32707,1.3792885220997928,0.4878529584285946,2.4992910934641652,7.264866666666667,2.627137,1.5,4.345496666666667,2.2862600000000004,1.1,2.2512292838895416,0.5417945202231356,0.0,0.0,3.3158217314187137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1294756894217936,0.3287297903550708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,LaTaO4,LaTaO4_Va_O4,5.198421666666666,35.65866333333333,3.3892000000000007,0.8393103052719664,0.037978338410209304,0.11873766356984489,0.003973692747978595,-3.714358530416667,0.030711087172758736,0.020616511082785206,0.9429714385256409,0.005700963218814812,-2.9371766666666663,-1.223738,14.477576,1.5439435331700924,0.5508966354638044,2.4604876936503213,7.264866666666667,2.627137,1.5,4.345496666666667,2.2862600000000004,1.1,2.198449993500243,0.5225361193191749,0.0,0.0,3.4534725183644284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13308094457219644,0.3443829361086287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,LaTiSbO6,LaTiSbO6_Va_O1,4.717275666666667,16.318702,2.7822,0.7559960837584851,0.010769892996972036,0.14279560088619117,0.09043842235835173,-3.0767909064814827,0.032833481996193556,0.011857487888242388,0.950707242342709,0.004601787772855124,-2.4149800000000003,-1.235932,14.781432,1.2074888888888888,0.618387957872923,2.5016666666666665,5.186746666666667,2.951192,3.44,-2.4149800000000003,-1.2630790000000003,1.1,1.9569494938221694,0.5,0.0,0.0,2.3484458962144847,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,LaVO4,LaVO4_Va_O1,4.286295666666667,7.718616333333333,2.8929000000000005,0.8582461555647747,0.021055921519266215,0.11989566121459873,0.0008022617013602356,-3.2245574741666667,0.013502117543849163,0.01693593125674138,0.9674482031619351,0.002113748037474359,-2.08501,-0.9723610000000003,15.390531,1.0425050000000007,0.49895908430595165,2.4025,4.709843333333334,2.03109,3.44,-2.08501,-1.023866,1.1,1.8781501277110453,0.49999999999999994,0.0,0.0,3.0684731535839047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Li2BeSiO4,Li2BeSiO4_Va_O1,2.802674,3.5090456666666667,5.9582,0.0,0.0,0.18727806692731586,0.8127219330726838,-2.9697805114583327,0.0,0.0,0.9862679367792695,0.013732063220730685,-1.7167166666666667,-1.4305539999999999,13.215033,1.4525536475232061,1.1623773327233775,1.5815138258799835,2.947943333333333,2.586528,1.9,1.0281399999999998,0.716755,0.98,2.287370800501437,0.0938323317152133,0.0,0.0,4.772267248231796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25151476840076753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4185635728808793,0.23608932700313998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Li2BeSiO4,Li2BeSiO4_Va_O2,2.802674,3.5090456666666667,5.9582,0.0,0.0,0.18727806692731586,0.8127219330726838,-2.9697805114583327,0.0,0.0,0.9862679367792695,0.013732063220730685,-1.7124899999999998,-1.3362299999999996,12.787456,1.4315269789787264,1.1433372308282899,1.5767993336371335,2.947943333333333,2.599061,1.9,1.0281399999999998,0.716755,0.98,2.3139119668091293,0.09454513922707392,0.0,0.0,4.75514875903825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23558517971487483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41990370512441255,0.2499659759336387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,Li2BeSiO4,Li2BeSiO4_Va_O3,2.802674,3.5090456666666667,5.9582,0.0,0.0,0.18727806692731586,0.8127219330726838,-2.9697805114583327,0.0,0.0,0.9862679367792695,0.013732063220730685,-1.7194200000000002,-1.3485170000000002,12.574695,1.4396875564369838,1.1473529824325108,1.5467056727564814,2.947943333333333,2.586528,1.9,1.0281399999999998,0.710121,0.98,2.3039801600180567,0.08642919691752533,0.0,0.0,4.684310813702974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23513430700920035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44493431659716437,0.23350217947610993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,Li2BeSiO4,Li2BeSiO4_Va_O4,2.802674,3.5090456666666667,5.9582,0.0,0.0,0.18727806692731586,0.8127219330726838,-2.9697805114583327,0.0,0.0,0.9862679367792695,0.013732063220730685,-1.7295666666666667,-1.3789420000000003,13.033487,1.4460032592576928,1.1524300831671512,1.5400985073205262,2.947943333333333,2.586528,1.9,1.0281399999999998,0.716755,0.98,2.309044243359462,0.0838996088436102,0.0,0.0,4.7539659546468185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23535395084024566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4482382457530609,0.2325081945630832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,Li2CaGeO4,Li2CaGeO4_Va_O1,3.394334333333333,6.903261333333333,4.031000000000001,0.014791709781756588,0.0,0.3422117533182291,0.6429965369000142,-2.6042605814583326,0.033259246875137045,0.0,0.9575038562121563,0.009236896912706707,-1.89722,-1.253456,13.417472,1.5369836392118879,1.0277632706933724,1.4902274727239526,3.14767,2.20723,2.01,0.9995866666666666,0.7386440000000001,0.98,1.8246241203870817,0.10329196203327148,0.24447648405245867,0.0,3.381155232281267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21592337740362194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4363081765106479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Li2CdGeO4,Li2CdGeO4_Va_O1,3.5776950000000003,3.8946156666666667,2.4157,0.009947926628244052,0.0,0.33831337847867543,0.6517386948930808,-2.118090361458333,0.08827522654418399,0.0,0.9042777814316469,0.007446992024169222,-1.8005833333333332,-1.2686929999999998,15.24194,1.5798858237297129,1.1263848207311218,1.5919502601744544,2.9837466666666668,2.3671629999999997,2.01,1.0450166666666665,0.814748,0.98,1.8495055546746393,0.07653363380185582,0.2380167884966425,0.0,2.936610081260495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514369420709116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43401263563059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,Li2CdGeO4,Li2CdGeO4_Va_O2,3.5776950000000003,3.8946156666666667,2.4157,0.009947926628244052,0.0,0.33831337847867543,0.6517386948930808,-2.118090361458333,0.08827522654418399,0.0,0.9042777814316469,0.007446992024169222,-1.7928966666666668,-1.299937,15.882462,1.5318683334256735,1.1211772914592322,1.598840616106572,2.9837466666666668,2.3671629999999997,2.01,1.0450166666666665,0.823599,0.98,1.7638558165879337,0.08577285236720035,0.2580476017643959,0.0,2.9832392943271913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007094290976263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4561086029586411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,Li2CdGeO4,Li2CdGeO4_Va_O3,3.5776950000000003,3.8946156666666667,2.4157,0.009947926628244052,0.0,0.33831337847867543,0.6517386948930808,-2.118090361458333,0.08827522654418399,0.0,0.9042777814316469,0.007446992024169222,-1.8464366666666667,-1.3355629999999996,16.003193,1.476213277177695,1.0734622260499607,1.5898222913243256,2.9837466666666668,2.361818,2.01,1.0450166666666665,0.818419,0.98,1.8925889084422272,0.09111434270680158,0.23446846189413054,0.0,3.0097773985357827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2030682993163932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4713488960826748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Li2GeO3,Li2GeO3_Va_O1,3.07272,3.6433243333333336,3.4576000000000002,0.013933049889169139,0.0,0.4421285627876139,0.5439383873232169,-2.322119386944445,0.02203300893209051,0.0,0.96622889847474,0.011738092593169469,-1.8392233333333332,-1.2110839999999996,14.023371,1.6905404733419853,1.1594188602537145,1.7564349653506546,3.055123333333334,2.059034,2.01,1.0404466666666667,0.7534689999999999,0.98,2.991069972713284,0.11493260967765533,0.4793211121782744,0.0,2.8993290834322334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4057462781440702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,Li2GeO3,Li2GeO3_Va_O2,3.07272,3.6433243333333336,3.4576000000000002,0.013933049889169139,0.0,0.4421285627876139,0.5439383873232169,-2.322119386944445,0.02203300893209051,0.0,0.96622889847474,0.011738092593169469,-1.6483999999999999,-1.1838040000000003,15.389093,1.3819411542707285,0.9776374943922581,1.3652047087203154,3.055123333333334,2.059034,2.01,1.0404466666666667,0.7534689999999999,0.98,1.5468594223209264,0.053898671931271534,0.24525628715474523,0.0,3.248557471547689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7008450409139833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,Li2HfO3,Li2HfO3_Va_O1,3.886367,19.786502,4.3286,0.8657851732977823,0.0,0.1247953118432872,0.009419514858930925,-3.167898949444445,0.015978817286533848,0.0,0.9798753044746177,0.0041458782388482576,-2.3438233333333334,-1.173247,12.064544,2.1932644683785116,1.0867265086381643,1.2127926093987351,5.069959999999999,2.3183350000000003,1.3,1.0618666666666667,0.591259,0.98,1.741543183205891,0.05227596157478475,0.0,0.0,4.201465702193819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32560544976488837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6221185886603271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,Li2HfO3,Li2HfO3_Va_O2,3.886367,19.786502,4.3286,0.8657851732977823,0.0,0.1247953118432872,0.009419514858930925,-3.167898949444445,0.015978817286533848,0.0,0.9798753044746177,0.0041458782388482576,-2.5249666666666664,-1.2390530000000002,12.351235,2.39376813624505,1.1849803531194463,1.1344947087800965,5.069959999999999,2.3183350000000003,1.3,1.0618666666666667,0.591259,0.98,1.949600886060634,0.017799814451493725,0.0,0.0,4.327008104260485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3459598913419435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6362402942065629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Li2HgO2,Li2HgO2_Va_O1,4.948267666666667,10.814873,0.9346999999999999,0.07380440988402423,0.0,0.9052596503536575,0.020935939762318258,-1.503657730333333,0.08038103355690498,0.0,0.9155645157156369,0.004054450727458168,-1.7464666666666666,-0.20549000000000017,11.722814,1.076163617606032,0.32414894752168494,1.2818785002304511,1.2155500000000001,0.730382,2.0,1.0618333333333334,-1.0474180000000004,0.98,2.21900945760879,0.03623390941445964,0.0,0.0,0.8414024248595704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7551944405160498,0.0,0.20857165006949066,0.0,0.0,0.0,0.0,0.0,0.0
819,Li2MgGeO4,Li2MgGeO4_Va_O1,2.983282333333333,3.1775083333333334,3.7342,0.0026229264986152743,0.0,0.33851981407957626,0.6588572594218084,-2.5282078089583333,0.020183107730760173,0.0,0.972159926718573,0.007656965550666761,-1.7197766666666665,-1.4372800000000003,17.10399,1.4711153413484275,1.2486505901165126,1.5074619169487726,2.92924,2.369579,2.01,1.0149633333333334,0.81654,0.98,1.6489551223037804,0.0822693715963948,0.23233324347211554,0.0,3.5755568662446606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2599273395314015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42547004540008826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,Li2MgGeO4,Li2MgGeO4_Va_O2,2.983282333333333,3.1775083333333334,3.7342,0.0026229264986152743,0.0,0.33851981407957626,0.6588572594218084,-2.5282078089583333,0.020183107730760173,0.0,0.972159926718573,0.007656965550666761,-1.7315633333333331,-1.4808630000000003,17.843449,1.476929157802878,1.244622015636174,1.4572596274391074,2.92924,2.369579,2.01,1.0149633333333334,0.820744,0.98,1.6992928168756496,0.06703346734769526,0.23323269795262447,0.0,3.856691844990358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2185685420381025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811652926615778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,Li2MgGeO4,Li2MgGeO4_Va_O3,2.983282333333333,3.1775083333333334,3.7342,0.0026229264986152743,0.0,0.33851981407957626,0.6588572594218084,-2.5282078089583333,0.020183107730760173,0.0,0.972159926718573,0.007656965550666761,-1.6997666666666664,-1.4303749999999997,16.613455,1.4766259203453258,1.240235604921066,1.5319867475206712,2.92924,2.369579,2.01,1.0149633333333334,0.814973,0.98,1.6171333775852283,0.08572253837370974,0.26313399678195476,0.0,3.8245086580598278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212367534654339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43877593018999655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Li2O,Li2O_Va_O1,2.891201,4.482524,4.8772,0.0,0.0,0.8350119779590992,0.1649880220409009,-2.061597913888889,0.0,0.0,0.993787382275189,0.006212617724811021,-1.79125,-1.7577109999999996,20.386912,0.89562,0.878856,0.98,0.89562,0.88525,0.98,0.89562,0.872462,0.98,1.168204519962669,0.0,0.0,0.0,5.394661848935825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,Li2Si2O5,Li2Si2O5_Va_O1,2.516323333333333,2.609513666666667,5.181900000000001,0.0,0.0,0.20888310792219056,0.7911168920778093,-3.0159132185185182,0.0,0.0,0.9896166044097658,0.010383395590234127,-1.5948266666666668,-1.394838,14.657495,1.316962340332385,1.0835431357113947,1.4450636453115957,3.0958166666666664,3.010941,1.9,1.0464166666666666,0.6930609999999999,0.98,1.6605604586914726,0.09312432931328248,0.0,0.0,4.953261076265294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256497603479262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6503780672074555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,Li2Si2O5,Li2Si2O5_Va_O2,2.516323333333333,2.609513666666667,5.181900000000001,0.0,0.0,0.20888310792219056,0.7911168920778093,-3.0159132185185182,0.0,0.0,0.9896166044097658,0.010383395590234127,-1.7143733333333333,-1.3819739999999996,18.193992,0.8455464870443662,0.8584326530965792,2.5468374981907833,3.0958166666666664,3.028941,3.44,-1.7143733333333333,-1.6212859999999996,1.9,3.348491891953108,0.44976219211636226,0.0,0.0,4.703213099538201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5004592452005782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04977856268305976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,Li2Si2O5,Li2Si2O5_Va_O3,2.516323333333333,2.609513666666667,5.181900000000001,0.0,0.0,0.20888310792219056,0.7911168920778093,-3.0159132185185182,0.0,0.0,0.9896166044097658,0.010383395590234127,-1.69022,-1.6212859999999996,16.330307,1.278422101782346,1.2220908892435,2.11392758697035,3.0958166666666664,3.028941,3.44,-1.7143733333333333,-1.3819739999999996,0.98,3.5481317001341894,0.2793755386723228,0.0,0.0,4.668858073937589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48550408895264796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2351203723750293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,Li2SiO3,Li2SiO3_Va_O1,2.6883246666666665,3.6075976666666665,5.1448,0.0,0.0,0.20868652342193061,0.7913134765780692,-2.882895587777778,0.0,0.0,0.9862964711169593,0.013703528883040661,-1.7477233333333333,-1.5136760000000002,13.710484,1.568978623085306,1.4170050033340882,1.7543676249109714,2.90678,2.74525,1.9,1.0391233333333332,0.761481,0.98,3.7651175429409482,0.13538039375516428,0.0,0.0,4.319276177913611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47970853942746444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3849110668173713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,Li2SiO3,Li2SiO3_Va_O2,2.6883246666666665,3.6075976666666665,5.1448,0.0,0.0,0.20868652342193061,0.7913134765780692,-2.882895587777778,0.0,0.0,0.9862964711169593,0.013703528883040661,-1.61865,-1.3941359999999996,15.050195,1.3359316484664523,1.1210228511018827,1.367848009345796,2.90678,2.744426,1.9,1.0391233333333332,0.761478,0.98,1.9439154367443665,0.06337690176553869,0.0,0.0,4.866598817486171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2521095989158379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6845134993186235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Li2SnO3,Li2SnO3_Va_O1,3.609249,15.294708,3.2893,0.00686795598793098,0.0,0.3519204911199248,0.641211552892144,-2.2246867915277777,0.07065057390197285,0.0,0.9264180268857121,0.0029313992123149992,-1.9875966666666667,-1.2735690000000002,12.7119,1.859786950110503,1.170610566179263,1.3884706258381867,3.61624,2.643013,1.96,1.0146233333333334,0.557021,0.98,1.800804626980335,0.03416839237938024,0.0,0.0,3.050208851892366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3310371230458279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6347944845747919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
